algorithm,N,k,comparisons,time,entry_time
radix_sort,149156,8000,596624,0.7683820724487305,1654657621.2607977
radix_sort,501696,1050,2006784,2.6009409427642822,1654657623.9091325
radix_sort,325426,8000000,2277982,3.0638179779052734,1654657627.097759
radix_sort,13564,95000000,108512,0.13919401168823242,1654657627.3149166
radix_sort,488137,2000,1952548,2.542557954788208,1654657629.8638337
radix_sort,108478,14000000,867824,1.12919020652771,1654657631.114527
radix_sort,176275,20000000,1410200,1.8817837238311768,1654657633.0258584
radix_sort,528815,30000000,4230520,5.656700134277344,1654657638.728933
radix_sort,786440,30000,3932200,5.3495166301727295,1654657644.2107499
radix_sort,176275,95,352550,0.44254207611083984,1654657644.8452399
radix_sort,637289,80000,3186445,4.321023464202881,1654657649.2200677
radix_sort,5,8000000,35,0.00010728836059570312,1654657649.3743188
radix_sort,515256,14000000,4122048,5.551467657089233,1654657654.9305544
radix_sort,230512,2000000,1613584,2.1735639572143555,1654657657.2290766
radix_sort,189834,9500,759336,0.984663724899292,1654657658.27336
radix_sort,108478,8000000,759346,1.008903980255127,1654657659.328727
radix_sort,705085,1400000000,7050850,9.437891483306885,1654657668.8043332
radix_sort,135597,95000,677985,0.9000780582427979,1654657669.8758368
radix_sort,637289,30,1274578,1.6021149158477783,1654657671.5149615
radix_sort,54241,1400000000,542410,0.702500581741333,1654657672.3746817
radix_sort,433900,200000000,3905100,5.274415969848633,1654657677.6674383
radix_sort,149156,50000,745780,1.0020334720611572,1654657678.7970119
radix_sort,650848,30000000,5206784,6.935971021652222,1654657685.7740464
radix_sort,203393,50,406786,0.5102579593658447,1654657686.4449656
radix_sort,555933,950,1667799,2.271977663040161,1654657688.7698812
radix_sort,677966,30,1355932,1.711169958114624,1654657690.6208842
radix_sort,5,500000000,45,0.00012350082397460938,1654657690.7882164
radix_sort,257630,140000000,2318670,3.1299259662628174,1654657693.924056
radix_sort,230512,3000000,1613584,2.16930890083313,1654657696.158549
radix_sort,718644,9500,2874576,3.7508127689361572,1654657699.9819744
radix_sort,338985,300000,2033910,2.680643081665039,1654657702.8425448
radix_sort,800000,500000000,7200000,9.870466232299805,1654657712.8024986
radix_sort,271189,5000000000,2711890,3.637166738510132,1654657716.6431828
radix_sort,311867,300,935601,1.2708251476287842,1654657717.9887064
radix_sort,230512,20,461024,0.5729808807373047,1654657718.6405084
radix_sort,596611,14000000,4772888,6.428598165512085,1654657725.1327899
radix_sort,745763,95,1491526,1.903860330581665,1654657727.1936555
radix_sort,338985,500000000,3050865,4.142025709152222,1654657731.5179684
radix_sort,461019,14,922038,1.1473753452301025,1654657732.7506068
radix_sort,745763,140000000,6711867,9.181702136993408,1654657742.0651371
radix_sort,393222,8000,1572888,2.0589194297790527,1654657744.3047533
radix_sort,637289,1050000,4461023,5.984278202056885,1654657750.3986278
radix_sort,772881,8000000,5410167,7.346435070037842,1654657757.9028895
radix_sort,325426,1050000000,3254260,4.331212282180786,1654657762.4213161
radix_sort,691526,800000,4149156,5.515489816665649,1654657768.0223951
radix_sort,122038,950000,732228,0.9515995979309082,1654657769.1396637
radix_sort,257630,5000000,1803410,2.4326090812683105,1654657771.6066637
radix_sort,352545,300000000,3172905,4.318641662597656,1654657775.9944146
radix_sort,203393,14,406786,0.5039052963256836,1654657776.5846655
radix_sort,352545,95,705090,0.8893868923187256,1654657777.5271275
radix_sort,515256,95000,2576280,3.4723947048187256,1654657781.0906024
radix_sort,230512,500000,1383072,1.8150339126586914,1654657783.033626
radix_sort,772881,3000,3091524,4.039082765579224,1654657787.137914
radix_sort,393222,140000,2359332,3.1163270473480225,1654657790.454823
radix_sort,67801,30000,339005,0.44348645210266113,1654657790.9933424
radix_sort,474578,50000000,3796624,5.086713790893555,1654657796.1028113
radix_sort,189834,950000,1139004,1.5493242740631104,1654657797.771845
radix_sort,13564,10,13564,0.018306732177734375,1654657797.836306
radix_sort,691526,14000,3457630,4.644217491149902,1654657802.4900737
radix_sort,542374,8000000000,5423740,7.2984700202941895,1654657809.9593725
radix_sort,433900,3000000000,4339000,5.83026123046875,1654657815.9254863
radix_sort,54241,800,162723,0.2124171257019043,1654657816.2434025
radix_sort,420341,9,420341,0.5844829082489014,1654657816.8501997
radix_sort,94919,14000000,759352,0.992426872253418,1654657817.94458
radix_sort,216952,3000000,1518664,2.056678056716919,1654657820.027301
radix_sort,149156,1400000,1044092,1.4090545177459717,1654657821.4924722
radix_sort,406782,200000,2440692,3.219992160797119,1654657824.7546527
radix_sort,650848,14,1301696,1.63002610206604,1654657826.4887614
radix_sort,81360,50000,406800,0.5376529693603516,1654657827.1866755
radix_sort,637289,9500000,4461023,6.0818727016448975,1654657833.3017142
radix_sort,555933,20,1111866,1.3947138786315918,1654657834.858353
radix_sort,325426,30000,1627130,2.1949939727783203,1654657837.1888504
radix_sort,718644,950,2155932,2.9268758296966553,1654657840.201808
radix_sort,447459,8000,1789836,2.3288509845733643,1654657842.7070177
radix_sort,40682,30000,203410,0.26459360122680664,1654657843.0804756
radix_sort,122038,30,244076,0.30600953102111816,1654657843.3973806
radix_sort,393222,9,393222,0.5569322109222412,1654657843.9931312
radix_sort,108478,950000,650868,0.8511912822723389,1654657844.9405322
radix_sort,759322,10,759322,1.0627520084381104,1654657846.045144
radix_sort,664407,5000000,4650849,6.345412015914917,1654657852.5909636
radix_sort,162715,105000,976290,1.2756233215332031,1654657854.054316
radix_sort,54241,30000,271205,0.35299205780029297,1654657854.4468741
radix_sort,515256,200000000,4637304,6.29229211807251,1654657860.7586071
radix_sort,325426,1400,1301704,1.6964426040649414,1654657862.5868897
radix_sort,67801,50000,339005,0.44971370697021484,1654657863.1163838
radix_sort,461019,105000,2766114,3.629758834838867,1654657866.7672446
radix_sort,216952,1400000000,2169520,2.898289918899536,1654657869.784068
radix_sort,447459,3000,1789836,2.3593969345092773,1654657872.2015061
radix_sort,501696,30000,2508480,3.387613296508789,1654657875.7030962
radix_sort,705085,95,1410170,1.9323318004608154,1654657877.7644258
radix_sort,406782,500000,2440692,3.223060131072998,1654657881.1701705
radix_sort,81360,10500000,650880,0.8755967617034912,1654657882.1458032
radix_sort,230512,10,230512,0.3211395740509033,1654657882.491153
radix_sort,745763,500000,4474578,5.959946155548096,1654657888.5142715
radix_sort,366104,50000000,2928832,3.9269440174102783,1654657892.6250436
radix_sort,596611,200000,3579666,4.711364269256592,1654657897.4612002
radix_sort,759322,95,1518644,1.9242284297943115,1654657899.5381193
radix_sort,338985,10500000,2711880,3.5843770503997803,1654657903.311342
radix_sort,81360,1050,325440,0.4092133045196533,1654657903.803621
radix_sort,393222,1050,1572888,2.0361881256103516,1654657905.8686075
radix_sort,569492,200000000,5125428,6.933613061904907,1654657912.9033124
radix_sort,759322,8000,3037288,3.9512200355529785,1654657916.9968162
radix_sort,5,950000000,45,0.0001227855682373047,1654657917.1793616
radix_sort,488137,105000000,4393233,5.9677205085754395,1654657923.154539
radix_sort,406782,50,813564,1.0307748317718506,1654657924.308188
radix_sort,13564,9500,54256,0.06884217262268066,1654657924.4765205
radix_sort,393222,300,1179666,1.588752269744873,1654657926.076501
radix_sort,379663,30000000,3037304,4.076032876968384,1654657930.251119
radix_sort,705085,2000,2820340,3.644047260284424,1654657933.9952843
radix_sort,461019,30000000,3688152,4.939754962921143,1654657939.1087239
radix_sort,433900,50000000,3471200,4.665773391723633,1654657943.8908017
radix_sort,528815,140000,3172890,4.157638788223267,1654657948.1642346
radix_sort,81360,140000000,732240,0.9721715450286865,1654657949.2654777
radix_sort,203393,500,610179,0.8140668869018555,1654657950.100519
radix_sort,461019,800,1383057,1.8533024787902832,1654657952.0074933
radix_sort,81360,95,162720,0.20146656036376953,1654657952.320472
radix_sort,474578,9,474578,0.6921675205230713,1654657953.0421007
radix_sort,447459,950,1342377,1.8036553859710693,1654657954.9622443
radix_sort,284748,8000000000,2847480,3.790121555328369,1654657958.8634434
radix_sort,81360,800000000,732240,0.9622237682342529,1654657959.8948572
radix_sort,338985,95000,1694925,2.278822422027588,1654657962.1976628
radix_sort,203393,5000000000,2033930,2.70989990234375,1654657964.9934912
radix_sort,800000,80000,4000000,5.394139528274536,1654657970.4538863
radix_sort,610170,80,1220340,1.5383152961730957,1654657972.1954844
radix_sort,122038,95000000,976304,1.2842352390289307,1654657973.6272135
radix_sort,759322,30000,3796610,5.117997884750366,1654657978.7813237
radix_sort,244071,10500000,1952568,2.582498550415039,1654657981.5500615
radix_sort,800000,9500,3200000,4.179973125457764,1654657985.8073869
radix_sort,176275,950,528825,0.7120676040649414,1654657986.713932
radix_sort,542374,5000000,3796618,5.122103452682495,1654657991.8884964
radix_sort,67801,300000,406806,0.5198805332183838,1654657992.5392935
radix_sort,298308,50000,1491540,2.0010759830474854,1654657994.5603979
radix_sort,488137,1400,1952548,2.517508029937744,1654657997.1563194
radix_sort,244071,2000000,1708497,2.315140962600708,1654657999.5898185
radix_sort,420341,10500,2101705,2.8016932010650635,1654658002.4571724
radix_sort,488137,140000,2928822,3.8386006355285645,1654658006.4071236
radix_sort,67801,5000,271204,0.36041927337646484,1654658006.8858397
radix_sort,94919,2000,379676,0.48877930641174316,1654658007.3919685
radix_sort,528815,950,1586445,2.1416616439819336,1654658009.5608256
radix_sort,623729,10500000,4989832,6.682573318481445,1654658016.3853676
radix_sort,542374,10,542374,0.7621521949768066,1654658017.3065386
radix_sort,5,30000000,40,0.00011563301086425781,1654658017.437863
radix_sort,555933,1400000,3891531,5.363440275192261,1654658022.8098006
radix_sort,650848,950000000,5857632,8.054970502853394,1654658031.0078137
radix_sort,759322,3000000,5315254,7.179815292358398,1654658038.356275
radix_sort,569492,30000,2847460,3.8405089378356934,1654658042.3837674
radix_sort,149156,200,447468,0.6159536838531494,1654658043.1377897
radix_sort,379663,95000,1898315,2.5583255290985107,1654658045.7367787
radix_sort,379663,30,759326,0.9485189914703369,1654658046.7790158
