algorithm,N,k,comparisons,time,entry_time
merge_sort,583052,10000000000,7870074,5.926947832107544,1654835883.4557855
merge_sort,162715,3486365227,2007146,1.517730712890625,1654835885.129075
merge_sort,420341,476,6451433,4.738748073577881,1654835889.9129875
merge_sort,501696,45815,6995055,5.218060731887817,1654835895.2479126
merge_sort,135597,1366,1797397,1.3610033988952637,1654835896.7491665
merge_sort,447459,1366,6701831,4.991973876953125,1654835901.7853637
merge_sort,732203,82,12270654,8.956626653671265,1654835910.8787146
merge_sort,420341,14,6796534,4.972960710525513,1654835916.0523505
merge_sort,162715,7038135554,2003813,1.5632078647613525,1654835917.729192
merge_sort,338985,1941,4919123,3.6185224056243896,1654835921.3939433
merge_sort,569492,92491,7874273,5.84713888168335,1654835927.3392713
merge_sort,569492,1726983290,7872167,5.892724275588989,1654835933.3932304
merge_sort,447459,602089449,6154929,4.6045920848846436,1654835938.1590817
merge_sort,271189,4953535208,3402919,2.5761992931365967,1654835940.8616583
merge_sort,664407,17957144,9356474,7.0712807178497314,1654835948.0304525
merge_sort,284748,6260516,3676863,2.785583257675171,1654835951.0011516
merge_sort,216952,4953535208,2891750,2.2214550971984863,1654835953.3099384
merge_sort,677966,10,11188860,8.208775997161865,1654835961.5973554
merge_sort,474578,3486365227,6545338,4.879619121551514,1654835966.6798294
merge_sort,420341,1941,6232646,4.6891069412231445,1654835971.5021648
merge_sort,718644,3919,11040117,8.09986686706543,1654835979.717879
merge_sort,691526,1081180,9786698,7.263482570648193,1654835987.1991053
merge_sort,420341,1366,6318839,4.65516996383667,1654835992.060441
merge_sort,298308,12638482,3901229,2.944014072418213,1654835995.1183722
merge_sort,745763,760949,10816559,8.055187225341797,1654836003.2761724
merge_sort,705085,1726983290,9862512,7.367039680480957,1654836010.8629258
merge_sort,623729,760949,8445922,6.383281469345093,1654836017.4547842
merge_sort,772881,376939,10679552,7.891605854034424,1654836025.531429
merge_sort,325426,3101168,4270604,3.209019422531128,1654836028.9502897
merge_sort,705085,2758,10873617,8.068586587905884,1654836037.1276314
merge_sort,664407,10000000000,9040693,6.724515914916992,1654836044.0650046
merge_sort,189834,82,2797887,2.0437819957733154,1654836046.2904224
merge_sort,338985,7912,4696742,3.4878180027008057,1654836049.833791
merge_sort,772881,2182644,11012296,8.150860786437988,1654836058.1014233
merge_sort,162715,1366,2208222,1.626579761505127,1654836059.939258
merge_sort,583052,7038135554,7969697,5.90187931060791,1654836065.8977268
merge_sort,705085,51506780,10035636,21.853065013885498,1654836087.9206507
merge_sort,338985,82,5290605,4.163390636444092,1654836092.2864084
merge_sort,40682,40,520862,1.1858799457550049,1654836093.559659
merge_sort,13564,186718,133311,0.11548471450805664,1654836093.6866863
merge_sort,677966,961,10719778,7.963551759719849,1654836101.661533
merge_sort,189834,376939,2358705,1.7911953926086426,1654836103.6456537
merge_sort,230512,265294,2949173,2.181076765060425,1654836105.8831918
merge_sort,691526,3101168,9563951,7.053986310958862,1654836113.0088065
merge_sort,691526,4953535208,9856167,7.68193793296814,1654836120.901481
merge_sort,461019,10000000000,6311780,5.183891296386719,1654836126.2845743
merge_sort,555933,376939,7715142,6.122896432876587,1654836132.5381649
merge_sort,664407,3486365227,9208878,6.88542366027832,1654836139.5860484
merge_sort,135597,376939,1646523,1.2272837162017822,1654836140.9962125
merge_sort,203393,45815,2675610,1.9993035793304443,1654836143.0339527
merge_sort,555933,65096,8015980,5.902042865753174,1654836148.9973853
merge_sort,203393,14,3126653,2.3377573490142822,1654836151.4966722
merge_sort,162715,57,2393860,1.859891653060913,1654836153.4129364
merge_sort,366104,2453751106,4887384,3.5923943519592285,1654836157.0571837
merge_sort,244071,4953535208,3260734,2.5101208686828613,1654836159.6751745
merge_sort,528815,676,8212692,6.0063796043396,1654836165.753504
merge_sort,610170,65096,8770923,6.459185600280762,1654836172.3587215
merge_sort,311867,209910372,4046482,3.0348527431488037,1654836175.5597463
merge_sort,244071,10000000000,3098741,2.344738721847534,1654836177.9965782
merge_sort,108478,423758716,1281666,0.9650819301605225,1654836179.026133
merge_sort,162715,20,2430044,1.8011670112609863,1654836180.8583863
merge_sort,745763,4406236,10806520,7.9448089599609375,1654836188.8687918
merge_sort,271189,20,4235633,3.1039958000183105,1654836192.1777456
merge_sort,650848,423758716,9227265,6.809635877609253,1654836199.0702894
merge_sort,366104,760949,4820002,3.5871496200561523,1654836202.8425007
merge_sort,203393,186718,2645968,1.981027603149414,1654836204.924006
merge_sort,13564,40,151941,0.12068486213684082,1654836205.0991201
merge_sort,366104,103979841,5033613,3.7434284687042236,1654836208.8504422
merge_sort,650848,36251170,9124486,6.817224979400635,1654836215.781452
merge_sort,800000,961,12815951,9.396002769470215,1654836225.3655019
merge_sort,800000,51506780,11519190,8.576749563217163,1654836234.1735158
merge_sort,311867,235,4718023,3.478404998779297,1654836237.8773808
merge_sort,298308,45815,4068068,3.053596258163452,1654836241.016463
merge_sort,244071,298247128,3240214,2.426751136779785,1654836243.5306017
merge_sort,122038,103979841,1490005,1.1374075412750244,1654836244.7353802
merge_sort,135597,82,1942231,1.4349229335784912,1654836246.2113757
merge_sort,67801,476,864498,0.659987211227417,1654836246.9108126
merge_sort,461019,535566,6323610,4.758200168609619,1654836251.6977363
merge_sort,176275,1366,2431617,1.8156969547271729,1654836253.650867
